,Unnamed: 0,movie_name,movie_rank,movie_year,movie_dir,critic_name,critic_org,critic_cn
275,275, Pan's Labyrinth ,6,2006,Guillermo Del Toro,Samuel Castro,El Colombiano,Colombia
276,276, Amores Perros ,7,2000,Alejandro González Iñárritu,Samuel Castro,El Colombiano,Colombia
277,277, A Separation ,8,2011,Asghar Farhadi,Samuel Castro,El Colombiano,Colombia
278,278, Minority Report ,9,2002,Steven Spielberg,Samuel Castro,El Colombiano,Colombia
279,279, Moulin Rouge! ,10,2001,Baz Luhrmann,Samuel Castro,El Colombiano,Colombia
280,280, Mulholland Drive ,1,2001,David Lynch,Justin Chang,Los Angeles Times,US
281,281, The Tree of Life ,2,2011,Terrence Malick,Justin Chang,Los Angeles Times,US
282,282, In the Mood for Love ,3,2000,Wong Kar-wai,Justin Chang,Los Angeles Times,US
283,283, Boyhood ,4,2014,Richard Linklater,Justin Chang,Los Angeles Times,US
284,284, Secret Sunshine ,5,2007,Lee Chang-dong,Justin Chang,Los Angeles Times,US
285,285, Zodiac ,6,2007,David Fincher,Justin Chang,Los Angeles Times,US
286,286, The Dark Knight ,7,2008,Christopher Nolan,Justin Chang,Los Angeles Times,US
287,287, The Son ,8,2002,Jean-Pierre and Luc Dardenne,Justin Chang,Los Angeles Times,US
288,288, Brokeback Mountain ,9,2005,Ang Lee,Justin Chang,Los Angeles Times,US
289,289, 35 Shots of Rum ,10,2008,Claire Denis,Justin Chang,Los Angeles Times,US
290,290, The Three Burials of Melquiades Estrada ,1,2005,Tommy Lee Jones,Enrico Chiesa,AfricaFilms.TV,Senegal
291,291, There Will Be Blood ,2,2007,Paul Thomas Anderson,Enrico Chiesa,AfricaFilms.TV,Senegal
292,292, A Separation ,3,2011,Asghar Farhadi,Enrico Chiesa,AfricaFilms.TV,Senegal
293,293, Birdman ,4,2014,Alejandro González Iñárritu,Enrico Chiesa,AfricaFilms.TV,Senegal
294,294, The Blind Swordsman: Zatoichi ,5,2003,Takeshi Kitano,Enrico Chiesa,AfricaFilms.TV,Senegal
295,295, Mommy ,6,2014,Xavier Dolan,Enrico Chiesa,AfricaFilms.TV,Senegal
296,296, Dancer in the Dark ,7,2000,Lars von Trier,Enrico Chiesa,AfricaFilms.TV,Senegal
297,297, Tey ,8,2012,Alain Gomis,Enrico Chiesa,AfricaFilms.TV,Senegal
298,298, Sweet Sixteen ,9,2002,Ken Loach,Enrico Chiesa,AfricaFilms.TV,Senegal
299,299, Ezra ,10,2007,Newton I. Aduaka,Enrico Chiesa,AfricaFilms.TV,Senegal
300,300, No Country For Old Men ,1,2007,Joel and Ethan Coen,Cho Seongyong,Freelance film critic,South Korea
301,301, Boyhood ,2,2014,Richard Linklater,Cho Seongyong,Freelance film critic,South Korea
302,302, Mulholland Drive ,3,2001,David Lynch,Cho Seongyong,Freelance film critic,South Korea
303,303, Almost Famous ,4,2000,Cameron Crowe,Cho Seongyong,Freelance film critic,South Korea
304,304," Synecdoche, New York ",5,2008,Charlie Kaufman,Cho Seongyong,Freelance film critic,South Korea
305,305, Pan's Labyrinth ,6,2006,Guillermo Del Toro,Cho Seongyong,Freelance film critic,South Korea
306,306, Minority Report ,7,2002,Steven Spielberg,Cho Seongyong,Freelance film critic,South Korea
307,307, The Social Network ,8,2010,David Fincher,Cho Seongyong,Freelance film critic,South Korea
308,308, The Tree of Life ,9,2011,Terrence Malick,Cho Seongyong,Freelance film critic,South Korea
309,309, Memories of Murder ,10,2003,Bong Joon-ho,Cho Seongyong,Freelance film critic,South Korea
310,310, Mulholland Drive ,1,2001,David Lynch,Robbie Collin,The Telegraph,UK
311,311, Tropical Malady ,2,2004,Apichatpong Weerasethakul,Robbie Collin,The Telegraph,UK
312,312, Spirited Away ,3,2001,Hayao Miyazaki,Robbie Collin,The Telegraph,UK
313,313, Under the Skin ,4,2013,Jonathan Glazer,Robbie Collin,The Telegraph,UK
314,314, Hard to Be a God ,5,2013,Aleksey German,Robbie Collin,The Telegraph,UK
315,315, Mad Max: Fury Road ,6,2015,George Miller,Robbie Collin,The Telegraph,UK
316,316, There Will Be Blood ,7,2007,Paul Thomas Anderson,Robbie Collin,The Telegraph,UK
317,317, Lost in Translation ,8,2003,Sofia Coppola,Robbie Collin,The Telegraph,UK
318,318, Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,9,2006,Larry Charles,Robbie Collin,The Telegraph,UK
319,319," You, The Living ",10,2007,Roy Andersson,Robbie Collin,The Telegraph,UK
320,320, Mad Max: Fury Road ,1,2015,George Miller,Scott Collura,IGN,US
321,321, Lost in Translation ,2,2003,Sofia Coppola,Scott Collura,IGN,US
322,322, Let the Right One In ,3,2008,Tomas Alfredson,Scott Collura,IGN,US
323,323, Spring Breakers ,4,2012,Harmony Korine,Scott Collura,IGN,US
324,324, Children of Men ,5,2006,Alfonso Cuarón,Scott Collura,IGN,US
325,325, World of Tomorrow ,6,2015,Don Hertzfeldt,Scott Collura,IGN,US
326,326, Ex Machina ,7,2015,Alex Garland,Scott Collura,IGN,US
327,327, The Avengers ,8,2012,Joss Whedon,Scott Collura,IGN,US
328,328, Her ,9,2013,Spike Jonze,Scott Collura,IGN,US
329,329, Kill Bill: Vol. 2 ,10,2004,Quentin Tarantino,Scott Collura,IGN,US
330,330, Yi Yi: A One and a Two ,1,2000,Edward Yang,Colin Covert,Minneapolis Star-Tribune,US
331,331, Mulholland Drive ,2,2001,David Lynch,Colin Covert,Minneapolis Star-Tribune,US
332,332, Children of Men ,3,2006,Alfonso Cuarón,Colin Covert,Minneapolis Star-Tribune,US
333,333, Manchester by the Sea ,4,2016,Kenneth Lonergan,Colin Covert,Minneapolis Star-Tribune,US
334,334, Adaptation ,5,2002,Spike Jonze,Colin Covert,Minneapolis Star-Tribune,US
335,335, The Host ,6,2006,Bong Joon-ho,Colin Covert,Minneapolis Star-Tribune,US
336,336, District 9 ,7,2009,Neill Blomkamp,Colin Covert,Minneapolis Star-Tribune,US
337,337, City of God ,8,2002,Fernando Meirelles and Kátia Lund,Colin Covert,Minneapolis Star-Tribune,US
338,338, Love & Friendship ,9,2016,Whit Stillman,Colin Covert,Minneapolis Star-Tribune,US
339,339, Distant ,10,2002,Nuri Bilge Ceylan,Colin Covert,Minneapolis Star-Tribune,US
340,340, 3-Iron ,1,2004,Kim Ki-duk,Oggs Cruz,Rappler.com,Philippines
341,341, Yi Yi: A One and a Two ,2,2000,Edward Yang,Oggs Cruz,Rappler.com,Philippines
342,342, Mulholland Drive ,3,2001,David Lynch,Oggs Cruz,Rappler.com,Philippines
343,343, Syndromes and a Century ,4,2006,Apichatpong Weerasethakul,Oggs Cruz,Rappler.com,Philippines
344,344, Evolution of a Filipino Family ,5,2004,Lav Diaz,Oggs Cruz,Rappler.com,Philippines
345,345, Pulse ,6,2001,Kiyoshi Kurosawa,Oggs Cruz,Rappler.com,Philippines
346,346, Cave of Forgotten Dreams ,7,2010,Werner Herzog,Oggs Cruz,Rappler.com,Philippines
347,347, Heaven's Story ,8,2010,Takahisa Zeze,Oggs Cruz,Rappler.com,Philippines
348,348," Norte, the End of History ",9,2013,Lav Diaz,Oggs Cruz,Rappler.com,Philippines
349,349, Spirited Away ,10,2001,Hayao Miyazaki,Oggs Cruz,Rappler.com,Philippines
350,350," Crouching Tiger, Hidden Dragon ",1,2000,Ang Lee,Ken Dancyger,New York University,US
351,351, There Will Be Blood ,2,2007,Paul Thomas Anderson,Ken Dancyger,New York University,US
352,352, The Pianist ,3,2002,Roman Polanski,Ken Dancyger,New York University,US
353,353, Lincoln ,4,2012,Steven Spielberg,Ken Dancyger,New York University,US
354,354, Life of Pi ,5,2012,Ang Lee,Ken Dancyger,New York University,US
355,355, Mystic River ,6,2003,Clint Eastwood,Ken Dancyger,New York University,US
356,356, Son of Saul ,7,2015,László Nemes,Ken Dancyger,New York University,US
357,357, American Hustle ,8,2013,David O. Russell,Ken Dancyger,New York University,US
358,358, The White Ribbon ,9,2009,Michael Haneke,Ken Dancyger,New York University,US
359,359, After the Wedding ,10,2006,Susanne Bier,Ken Dancyger,New York University,US
360,360, Eternal Sunshine of the Spotless Mind ,1,2004,Michel Gondry,Erik Davis,Fandango,US
361,361, Boyhood ,2,2014,Richard Linklater,Erik Davis,Fandango,US
362,362, Memento ,3,2000,Christopher Nolan,Erik Davis,Fandango,US
363,363, There Will Be Blood ,4,2007,Paul Thomas Anderson,Erik Davis,Fandango,US
364,364, The Dark Knight ,5,2008,Christopher Nolan,Erik Davis,Fandango,US
365,365, Inside Llewyn Davis ,6,2013,Joel and Ethan Coen,Erik Davis,Fandango,US
366,366, Finding Nemo ,7,2003,Andrew Stanton,Erik Davis,Fandango,US
367,367, Mad Max: Fury Road ,8,2015,George Miller,Erik Davis,Fandango,US
368,368, Inglourious Basterds ,9,2009,Quentin Tarantino,Erik Davis,Fandango,US
369,369, Gravity ,10,2013,Alfonso Cuarón,Erik Davis,Fandango,US
370,370, The Tree of Life ,1,2011,Terrence Malick,Peter Debruge,Variety,US
371,371, Yi Yi: A One and a Two ,2,2000,Edward Yang,Peter Debruge,Variety,US
372,372, Secret Sunshine ,3,2007,Lee Chang-dong,Peter Debruge,Variety,US
373,373, Eternal Sunshine of the Spotless Mind ,4,2004,Michel Gondry,Peter Debruge,Variety,US
374,374, Amour ,5,2012,Michael Haneke,Peter Debruge,Variety,US
375,375, I Am Love ,6,2009,Luca Guadagnino,Peter Debruge,Variety,US
376,376, Son of Saul ,7,2015,László Nemes,Peter Debruge,Variety,US
377,377, WALL-E ,8,2008,Andrew Stanton,Peter Debruge,Variety,US
378,378, The Five Obstructions ,9,2003,Jørgen Leth and Lars von Trier,Peter Debruge,Variety,US
379,379, Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,10,2006,Larry Charles,Peter Debruge,Variety,US
380,380, In the Mood for Love ,1,2000,Wong Kar-wai,Fernand Denis,La Libre Belgique,Belgium
381,381, Ida ,2,2013,Paweł Pawlikowski,Fernand Denis,La Libre Belgique,Belgium
382,382, Boyhood ,3,2014,Richard Linklater,Fernand Denis,La Libre Belgique,Belgium
383,383, Son of Saul ,4,2015,László Nemes,Fernand Denis,La Libre Belgique,Belgium
384,384, Nobody Knows ,5,2004,Hirokazu Koreeda,Fernand Denis,La Libre Belgique,Belgium
385,385, Talk to Her ,6,2002,Pedro Almodóvar,Fernand Denis,La Libre Belgique,Belgium
386,386, Amores Perros ,7,2000,Alejandro González Iñárritu,Fernand Denis,La Libre Belgique,Belgium
387,387, Wild Tales ,8,2014,Damián Szifrón,Fernand Denis,La Libre Belgique,Belgium
388,388, Eldorado ,9,2008,Bouli Lanners,Fernand Denis,La Libre Belgique,Belgium
389,389, Mommy ,10,2014,Xavier Dolan,Fernand Denis,La Libre Belgique,Belgium
390,390, The Stuart Hall Project ,1,2013,John Akomfrah,Lindiwe Dovey,University of London,UK
391,391, Uncle Boonmee Who Can Recall His Past Lives ,2,2010,Apichatpong Weerasethakul,Lindiwe Dovey,University of London,UK
392,392, A Letter to Nelson Mandela ,3,2013,Khalo Matabane,Lindiwe Dovey,University of London,UK
393,393, Waiting for Happiness ,4,2002,Abderrahmane Sissako,Lindiwe Dovey,University of London,UK
394,394, Something Necessary ,5,2013,Judy Kibinge,Lindiwe Dovey,University of London,UK
395,395, Moolaadé ,6,2004,Ousmane Sembène,Lindiwe Dovey,University of London,UK
396,396, Sembène! ,7,2015,Samba Gadjigo and Jason Silverman,Lindiwe Dovey,University of London,UK
397,397, 5 Broken Cameras ,8,2011,Emad Burnat and Guy Davidi,Lindiwe Dovey,University of London,UK
398,398, Hooligan Sparrow ,9,2016,Nanfu Wang,Lindiwe Dovey,University of London,UK
399,399, 7 Letters ,10,2015,"Boo Junfeng, Eric Khoo, Jack Neo, K. Rajagopal, Tan Pin Pin, Royston Tan and Kelvin Tong",Lindiwe Dovey,University of London,UK
400,400," Synecdoche, New York ",1,2008,Charlie Kaufman,Alonso Duralde,TheWrap,US
401,401, Brokeback Mountain ,2,2005,Ang Lee,Alonso Duralde,TheWrap,US
402,402, Weekend ,3,2011,Andrew Haigh,Alonso Duralde,TheWrap,US
403,403," 4 Months, 3 Weeks & 2 Days ",4,2007,Cristian Mungiu,Alonso Duralde,TheWrap,US
404,404, Spirited Away ,5,2001,Hayao Miyazaki,Alonso Duralde,TheWrap,US
405,405, How to Survive a Plague ,6,2012,David France,Alonso Duralde,TheWrap,US
406,406, Talk to Her ,7,2002,Pedro Almodóvar,Alonso Duralde,TheWrap,US
407,407, American Splendor ,8,2003,Robert Pulcini and Shari Springer Berman,Alonso Duralde,TheWrap,US
408,408, In the Mood for Love ,9,2000,Wong Kar-wai,Alonso Duralde,TheWrap,US
409,409, Far From Heaven ,10,2002,Todd Haynes,Alonso Duralde,TheWrap,US
410,410, The Tree of Life ,1,2011,Terrence Malick,Bilge Ebiri,The Village Voice,US
411,411, Mad Max: Fury Road ,2,2015,George Miller,Bilge Ebiri,The Village Voice,US
412,412, 25th Hour ,3,2002,Spike Lee,Bilge Ebiri,The Village Voice,US
413,413, An Injury to One ,4,2002,Travis Wilkerson,Bilge Ebiri,The Village Voice,US
414,414, Love & Basketball ,5,2000,Gina Prince-Bythewood,Bilge Ebiri,The Village Voice,US
415,415, In the Mood for Love ,6,2000,Wong Kar-wai,Bilge Ebiri,The Village Voice,US
416,416, Timbuktu ,7,2014,Abderrahmane Sissako,Bilge Ebiri,The Village Voice,US
417,417, Once Upon a Time in Anatolia ,8,2011,Nuri Bilge Ceylan,Bilge Ebiri,The Village Voice,US
418,418, It's Such a Beautiful Day ,9,2012,Don Hertzfeldt,Bilge Ebiri,The Village Voice,US
419,419, Actress ,10,2014,Robert Greene,Bilge Ebiri,The Village Voice,US
420,420, Lost in Translation ,1,2003,Sofia Coppola,David Ehrlich,IndieWire,US
421,421, Carol ,2,2015,Todd Haynes,David Ehrlich,IndieWire,US
422,422, Yi Yi: A One and a Two ,3,2000,Edward Yang,David Ehrlich,IndieWire,US
423,423, Dancer in the Dark ,4,2000,Lars von Trier,David Ehrlich,IndieWire,US
424,424, Certified Copy ,5,2010,Abbas Kiarostami,David Ehrlich,IndieWire,US
425,425, The Wind Rises ,6,2013,Hayao Miyazaki,David Ehrlich,IndieWire,US
426,426, World of Tomorrow ,7,2015,Don Hertzfeldt,David Ehrlich,IndieWire,US
427,427, Mulholland Drive ,8,2001,David Lynch,David Ehrlich,IndieWire,US
428,428, 35 Shots of Rum ,9,2008,Claire Denis,David Ehrlich,IndieWire,US
429,429, Girl Walk: All Day ,10,2011,Jacob Krupnick,David Ehrlich,IndieWire,US
430,430, Inside Llewyn Davis ,1,2013,Joel and Ethan Coen,Kate Erbland,IndieWire,US
431,431, Almost Famous ,2,2000,Cameron Crowe,Kate Erbland,IndieWire,US
432,432, Collateral ,3,2004,Michael Mann,Kate Erbland,IndieWire,US
433,433, Brooklyn ,4,2015,John Crowley,Kate Erbland,IndieWire,US
434,434, Nightcrawler ,5,2014,Dan Gilroy,Kate Erbland,IndieWire,US
435,435, Take Shelter ,6,2011,Jeff Nichols,Kate Erbland,IndieWire,US
436,436, Fantastic Mr Fox ,7,2009,Wes Anderson,Kate Erbland,IndieWire,US
437,437, Senna ,8,2010,Asif Kapadia,Kate Erbland,IndieWire,US
438,438, Frances Ha ,9,2012,Noah Baumbach,Kate Erbland,IndieWire,US
439,439, Dogtooth ,10,2009,Yorgos Lanthimos,Kate Erbland,IndieWire,US
440,440, A Pigeon Sat on a Branch Reflecting on Existence ,1,2014,Roy Andersson,Mario Espinosa,Cinemateca de Cuba,Cuba
441,441, The Act of Killing ,2,2012,Joshua Oppenheimer,Mario Espinosa,Cinemateca de Cuba,Cuba
442,442, Dogtooth ,3,2009,Yorgos Lanthimos,Mario Espinosa,Cinemateca de Cuba,Cuba
443,443, Katyn ,4,2007,Andrzej Wajda,Mario Espinosa,Cinemateca de Cuba,Cuba
444,444, 3-Iron ,5,2004,Kim Ki-duk,Mario Espinosa,Cinemateca de Cuba,Cuba
445,445, Caché ,6,2005,Michael Haneke,Mario Espinosa,Cinemateca de Cuba,Cuba
446,446, Mulholland Drive ,7,2001,David Lynch,Mario Espinosa,Cinemateca de Cuba,Cuba
447,447, The Congress ,8,2013,Ari Folman,Mario Espinosa,Cinemateca de Cuba,Cuba
448,448, Sympathy for Mr Vengeance ,9,2002,Park Chan-wook,Mario Espinosa,Cinemateca de Cuba,Cuba
449,449," Synecdoche, New York ",10,2008,Charlie Kaufman,Mario Espinosa,Cinemateca de Cuba,Cuba
450,450, Yi Yi: A One and a Two ,1,2000,Edward Yang,Joseph Fahim,Freelance film critic,Egypt
451,451, There Will Be Blood ,2,2007,Paul Thomas Anderson,Joseph Fahim,Freelance film critic,Egypt
452,452, Boyhood ,3,2014,Richard Linklater,Joseph Fahim,Freelance film critic,Egypt
453,453, Still Life ,4,2006,Jia Zhangke,Joseph Fahim,Freelance film critic,Egypt
454,454, Archipelago ,5,2010,Joanna Hogg,Joseph Fahim,Freelance film critic,Egypt
455,455, The Headless Woman ,6,2008,Lucrecia Martel,Joseph Fahim,Freelance film critic,Egypt
456,456, The Act of Killing ,7,2012,Joshua Oppenheimer,Joseph Fahim,Freelance film critic,Egypt
457,457, Caché ,8,2005,Michael Haneke,Joseph Fahim,Freelance film critic,Egypt
458,458, Divine Intervention ,9,2002,Elia Suleiman,Joseph Fahim,Freelance film critic,Egypt
459,459, Crimson Gold ,10,2003,Jafar Panahi,Joseph Fahim,Freelance film critic,Egypt
460,460, Zodiac ,1,2007,David Fincher,Devin Faraci,Birth.Movies.Death.,US
461,461, Inside Llewyn Davis ,2,2013,Joel and Ethan Coen,Devin Faraci,Birth.Movies.Death.,US
462,462, There Will Be Blood ,3,2007,Paul Thomas Anderson,Devin Faraci,Birth.Movies.Death.,US
463,463, Spider-Man 2 ,4,2004,Sam Raimi,Devin Faraci,Birth.Movies.Death.,US
464,464, Oldboy ,5,2003,Park Chan-wook,Devin Faraci,Birth.Movies.Death.,US
465,465, Inglourious Basterds ,6,2009,Quentin Tarantino,Devin Faraci,Birth.Movies.Death.,US
466,466, Frozen ,7,2013,Chris Buck and Jennifer Lee,Devin Faraci,Birth.Movies.Death.,US
467,467, 25th Hour ,8,2002,Spike Lee,Devin Faraci,Birth.Movies.Death.,US
468,468, Requiem for a Dream ,9,2000,Darren Aronofsky,Devin Faraci,Birth.Movies.Death.,US
469,469, Shaun of the Dead ,10,2004,Edgar Wright,Devin Faraci,Birth.Movies.Death.,US
470,470, There Will Be Blood ,1,2007,Paul Thomas Anderson,David Fear,Rolling Stone,US
471,471," 4 Months, 3 Weeks & 2 Days ",2,2007,Cristian Mungiu,David Fear,Rolling Stone,US
472,472, Yi Yi: A One and a Two ,3,2000,Edward Yang,David Fear,Rolling Stone,US
473,473, Shame ,4,2011,Steve McQueen,David Fear,Rolling Stone,US
474,474, Boyhood ,5,2014,Richard Linklater,David Fear,Rolling Stone,US
475,475, The Social Network ,6,2010,David Fincher,David Fear,Rolling Stone,US
476,476, Manchester by the Sea ,7,2016,Kenneth Lonergan,David Fear,Rolling Stone,US
477,477, Mulholland Drive ,8,2001,David Lynch,David Fear,Rolling Stone,US
478,478, Head-On ,9,2004,Fatih Akin,David Fear,Rolling Stone,US
479,479, In the Mood for Love ,10,2000,Wong Kar-wai,David Fear,Rolling Stone,US
480,480, Sideways ,1,2004,Alexander Payne,Scott Feinberg,The Hollywood Reporter,US
481,481, The Social Network ,2,2010,David Fincher,Scott Feinberg,The Hollywood Reporter,US
482,482," Synecdoche, New York ",3,2008,Charlie Kaufman,Scott Feinberg,The Hollywood Reporter,US
483,483, The Diving Bell and the Butterfly ,4,2007,Julian Schnabel,Scott Feinberg,The Hollywood Reporter,US
484,484, Dogville ,5,2003,Lars von Trier,Scott Feinberg,The Hollywood Reporter,US
485,485, Short Term 12 ,6,2013,Destin Daniel Cretton,Scott Feinberg,The Hollywood Reporter,US
486,486, WALL-E ,7,2008,Andrew Stanton,Scott Feinberg,The Hollywood Reporter,US
487,487, Blue Valentine ,8,2010,Derek Cianfrance,Scott Feinberg,The Hollywood Reporter,US
488,488, The Squid and the Whale ,9,2005,Noah Baumbach,Scott Feinberg,The Hollywood Reporter,US
489,489, A Serious Man ,10,2009,Joel and Ethan Coen,Scott Feinberg,The Hollywood Reporter,US
490,490, Jersey Boys ,1,2014,Clint Eastwood,Javier Porta Fouz,La Nacion,Argentina
491,491, Moulin Rouge! ,2,2001,Baz Luhrmann,Javier Porta Fouz,La Nacion,Argentina
492,492, Nine Queens ,3,2000,Fabián Bielinsky,Javier Porta Fouz,La Nacion,Argentina
493,493, Mia Madre ,4,2015,Nanni Moretti,Javier Porta Fouz,La Nacion,Argentina
494,494," Right Now, Wrong Then ",5,2015,Hong Sang-soo,Javier Porta Fouz,La Nacion,Argentina
495,495, Toy Story 3 ,6,2010,Lee Unkrich,Javier Porta Fouz,La Nacion,Argentina
496,496, Mad Max: Fury Road ,7,2015,George Miller,Javier Porta Fouz,La Nacion,Argentina
497,497, Spirited Away ,8,2001,Hayao Miyazaki,Javier Porta Fouz,La Nacion,Argentina
498,498, Adventureland ,9,2009,Greg Mottola,Javier Porta Fouz,La Nacion,Argentina
499,499, Open Range ,10,2003,Kevin Costner,Javier Porta Fouz,La Nacion,Argentina
500,500, The World ,1,2004,Jia Zhangke,Kenji Fujishima,Freelance film critic,US
501,501, Profit Motive and the Whispering Wind ,2,2007,John Gianvito,Kenji Fujishima,Freelance film critic,US
502,502, Inglourious Basterds ,3,2009,Quentin Tarantino,Kenji Fujishima,Freelance film critic,US
503,503, Pulse ,4,2001,Kiyoshi Kurosawa,Kenji Fujishima,Freelance film critic,US
504,504, Syndromes and a Century ,5,2006,Apichatpong Weerasethakul,Kenji Fujishima,Freelance film critic,US
505,505, In Jackson Heights ,6,2015,Frederick Wiseman,Kenji Fujishima,Freelance film critic,US
506,506," Synecdoche, New York ",7,2008,Charlie Kaufman,Kenji Fujishima,Freelance film critic,US
507,507, Love Exposure ,8,2008,Sion Sono,Kenji Fujishima,Freelance film critic,US
508,508, The Tree of Life ,9,2011,Terrence Malick,Kenji Fujishima,Freelance film critic,US
509,509, Casino Royale ,10,2006,Martin Campbell,Kenji Fujishima,Freelance film critic,US
510,510, Oldboy ,1,2003,Park Chan-wook,Ernesto Garratt,El Mercurio,Chile
511,511, Children of Men ,2,2006,Alfonso Cuarón,Ernesto Garratt,El Mercurio,Chile
512,512, Mulholland Drive ,3,2001,David Lynch,Ernesto Garratt,El Mercurio,Chile
513,513, The Secret in Their Eyes ,4,2009,Juan José Campanella,Ernesto Garratt,El Mercurio,Chile
514,514, Sicario ,5,2015,Denis Villeneuve,Ernesto Garratt,El Mercurio,Chile
515,515, No ,6,2012,Pablo Larraín,Ernesto Garratt,El Mercurio,Chile
516,516, Donnie Darko ,7,2001,Richard Kelly,Ernesto Garratt,El Mercurio,Chile
517,517, Eternal Sunshine of the Spotless Mind ,8,2004,Michel Gondry,Ernesto Garratt,El Mercurio,Chile
518,518, The Social Network ,9,2010,David Fincher,Ernesto Garratt,El Mercurio,Chile
519,519, Whiplash ,10,2014,Damien Chazelle,Ernesto Garratt,El Mercurio,Chile
520,520, Ex Machina ,1,2015,Alex Garland,Steven Gaydos,Variety,US
521,521, Inside Out ,2,2015,Pete Docter,Steven Gaydos,Variety,US
522,522, Animal Kingdom ,3,2010,David Michôd,Steven Gaydos,Variety,US
523,523, Apocalypto ,4,2006,Mel Gibson,Steven Gaydos,Variety,US
524,524, Three Monkeys ,5,2008,Nuri Bilge Ceylan,Steven Gaydos,Variety,US
525,525, WALL-E ,6,2008,Andrew Stanton,Steven Gaydos,Variety,US
526,526, Listen to Me Marlon ,7,2015,Stevan Riley,Steven Gaydos,Variety,US
527,527," 4 Months, 3 Weeks & 2 Days ",8,2007,Cristian Mungiu,Steven Gaydos,Variety,US
528,528, Talladega Nights: The Ballad of Ricky Bobby ,9,2006,Adam McKay,Steven Gaydos,Variety,US
529,529, Centochiodi ,10,2007,Ermanno Olmi,Steven Gaydos,Variety,US
530,530, United 93 ,1,2006,Paul Greengrass,Noah Gittell,Washington City Paper,US
531,531, Zodiac ,2,2007,David Fincher,Noah Gittell,Washington City Paper,US
532,532, Bridesmaids ,3,2011,Paul Feig,Noah Gittell,Washington City Paper,US
533,533, WALL-E ,4,2008,Andrew Stanton,Noah Gittell,Washington City Paper,US
534,534, Brooklyn ,5,2015,John Crowley,Noah Gittell,Washington City Paper,US
535,535, The Look of Silence ,6,2014,Joshua Oppenheimer,Noah Gittell,Washington City Paper,US
536,536, Punch-Drunk Love ,7,2002,Paul Thomas Anderson,Noah Gittell,Washington City Paper,US
537,537, 12 Years a Slave ,8,2013,Steve McQueen,Noah Gittell,Washington City Paper,US
538,538, Eternal Sunshine of the Spotless Mind ,9,2004,Michel Gondry,Noah Gittell,Washington City Paper,US
539,539, We Need to Talk About Kevin ,10,2011,Lynne Ramsay,Noah Gittell,Washington City Paper,US
540,540, Far From Heaven ,1,2002,Todd Haynes,Owen Gleiberman,Variety,US
541,541, Chuck & Buck ,2,2000,Miguel Arteta,Owen Gleiberman,Variety,US
542,542, Gladiator ,3,2000,Ridley Scott,Owen Gleiberman,Variety,US
543,543, The Century of the Self ,4,2002,Adam Curtis,Owen Gleiberman,Variety,US
544,544, Moulin Rouge! ,5,2001,Baz Luhrmann,Owen Gleiberman,Variety,US
545,545, Munich ,6,2005,Steven Spielberg,Owen Gleiberman,Variety,US
546,546, Casino Royale ,7,2006,Martin Campbell,Owen Gleiberman,Variety,US
547,547, Lilya 4-Ever ,8,2002,Lukas Moodysson,Owen Gleiberman,Variety,US
548,548, Sideways ,9,2004,Alexander Payne,Owen Gleiberman,Variety,US
549,549, Inglourious Basterds ,10,2009,Quentin Tarantino,Owen Gleiberman,Variety,US
550,550, Mulholland Drive ,1,2001,David Lynch,Ed Gonzalez,Slant Magazine,US
551,551, In the Mood for Love ,2,2000,Wong Kar-wai,Ed Gonzalez,Slant Magazine,US
552,552, The New World ,3,2005,Terrence Malick,Ed Gonzalez,Slant Magazine,US
553,553, Certified Copy ,4,2010,Abbas Kiarostami,Ed Gonzalez,Slant Magazine,US
554,554, Femme Fatale ,5,2002,Brian De Palma,Ed Gonzalez,Slant Magazine,US
555,555, Margaret ,6,2011,Kenneth Lonergan,Ed Gonzalez,Slant Magazine,US
556,556, Under the Skin ,7,2013,Jonathan Glazer,Ed Gonzalez,Slant Magazine,US
557,557, This Is Not a Film ,8,2011,Mojtaba Mirtahmasb and Jafar Panahi,Ed Gonzalez,Slant Magazine,US
558,558, Two Lovers ,9,2008,James Gray,Ed Gonzalez,Slant Magazine,US
559,559, Heart of a Dog ,10,2015,Laurie Anderson,Ed Gonzalez,Slant Magazine,US
560,560, In the Mood for Love ,1,2000,Wong Kar-wai,Juan Carlos González,El Tiempo,Colombia
561,561," 4 Months, 3 Weeks & 2 Days ",2,2007,Cristian Mungiu,Juan Carlos González,El Tiempo,Colombia
562,562, A Separation ,3,2011,Asghar Farhadi,Juan Carlos González,El Tiempo,Colombia
563,563, Son of Saul ,4,2015,László Nemes,Juan Carlos González,El Tiempo,Colombia
564,564, Elephant ,5,2003,Gus Van Sant,Juan Carlos González,El Tiempo,Colombia
565,565, A Prophet ,6,2009,Jacques Audiard,Juan Carlos González,El Tiempo,Colombia
566,566, There Will Be Blood ,7,2007,Paul Thomas Anderson,Juan Carlos González,El Tiempo,Colombia
567,567, The Lives of Others ,8,2006,Florian Henckel von Donnersmarck,Juan Carlos González,El Tiempo,Colombia
568,568, Frances Ha ,9,2012,Noah Baumbach,Juan Carlos González,El Tiempo,Colombia
569,569, Eternal Sunshine of the Spotless Mind ,10,2004,Michel Gondry,Juan Carlos González,El Tiempo,Colombia
