,Unnamed: 0,movie_name,movie_rank,movie_year,movie_dir,critic_name,critic_org,critic_cn
570,570, Werckmeister Harmonies ,1,2000,Béla Tarr and Ágnes Hranitzky,Carmen Gray,Berlin Critics’ Week,Germany
571,571, The Act of Killing ,2,2012,Joshua Oppenheimer,Carmen Gray,Berlin Critics’ Week,Germany
572,572, White Material ,3,2009,Claire Denis,Carmen Gray,Berlin Critics’ Week,Germany
573,573, Even If She Had Been a Criminal... ,4,2006,Jean-Gabriel Périot,Carmen Gray,Berlin Critics’ Week,Germany
574,574, Spring Breakers ,5,2012,Harmony Korine,Carmen Gray,Berlin Critics’ Week,Germany
575,575, In the Mood for Love ,6,2000,Wong Kar-wai,Carmen Gray,Berlin Critics’ Week,Germany
576,576, Stranger by the Lake ,7,2013,Alain Guiraudie,Carmen Gray,Berlin Critics’ Week,Germany
577,577, Colossal Youth ,8,2006,Pedro Costa,Carmen Gray,Berlin Critics’ Week,Germany
578,578, Story of My Death ,9,2013,Albert Serra,Carmen Gray,Berlin Critics’ Week,Germany
579,579, Aurora ,10,2010,Cristi Puiu,Carmen Gray,Berlin Critics’ Week,Germany
580,580, Dogville ,1,2003,Lars von Trier,Tim Grierson,Screen International,US
581,581, Zodiac ,2,2007,David Fincher,Tim Grierson,Screen International,US
582,582, There Will Be Blood ,3,2007,Paul Thomas Anderson,Tim Grierson,Screen International,US
583,583, Inside Llewyn Davis ,4,2013,Joel and Ethan Coen,Tim Grierson,Screen International,US
584,584, Yi Yi: A One and a Two ,5,2000,Edward Yang,Tim Grierson,Screen International,US
585,585, The Turin Horse ,6,2011,Béla Tarr and Ágnes Hranitzky,Tim Grierson,Screen International,US
586,586, The Master ,7,2012,Paul Thomas Anderson,Tim Grierson,Screen International,US
587,587, It's Such a Beautiful Day ,8,2012,Don Hertzfeldt,Tim Grierson,Screen International,US
588,588, Boyhood ,9,2014,Richard Linklater,Tim Grierson,Screen International,US
589,589, Shutter Island ,10,2010,Martin Scorsese,Tim Grierson,Screen International,US
590,590, Saraband ,1,2003,Ingmar Bergman,[],"[""L'Avant-Scène Cinéma""]",France
591,591, Memento ,2,2000,Christopher Nolan,[],"[""L'Avant-Scène Cinéma""]",France
592,592, Blue Is the Warmest Color ,3,2013,Abdellatif Kechiche,[],"[""L'Avant-Scène Cinéma""]",France
593,593, The Return ,4,2003,Andrey Zvyagintsev,[],"[""L'Avant-Scène Cinéma""]",France
594,594, Amour ,5,2012,Michael Haneke,[],"[""L'Avant-Scène Cinéma""]",France
595,595, Mulholland Drive ,6,2001,David Lynch,[],"[""L'Avant-Scène Cinéma""]",France
596,596, Import Export ,7,2007,Ulrich Seidl,[],"[""L'Avant-Scène Cinéma""]",France
597,597, Son of Saul ,8,2015,László Nemes,[],"[""L'Avant-Scène Cinéma""]",France
598,598, Kill Bill: Vol. 1 ,9,2003,Quentin Tarantino,[],"[""L'Avant-Scène Cinéma""]",France
599,599, The Revenant ,10,2015,Alejandro González Iñárritu,[],"[""L'Avant-Scène Cinéma""]",France
600,600, Tropical Malady ,1,2004,Apichatpong Weerasethakul,Antoine Guillot,France Culture,France
601,601, Mulholland Drive ,2,2001,David Lynch,Antoine Guillot,France Culture,France
602,602, The Turin Horse ,3,2011,Béla Tarr and Ágnes Hranitzky,Antoine Guillot,France Culture,France
603,603, Tie Xi Qu: West of the Tracks ,4,2002,Wang Bing,Antoine Guillot,France Culture,France
604,604, Le filmeur ,5,2005,Alain Cavalier,Antoine Guillot,France Culture,France
605,605, Holy Motors ,6,2012,Leos Carax,Antoine Guillot,France Culture,France
606,606, Elephant ,7,2003,Gus Van Sant,Antoine Guillot,France Culture,France
607,607, A Touch of Sin ,8,2013,Jia Zhangke,Antoine Guillot,France Culture,France
608,608, Pan's Labyrinth ,9,2006,Guillermo Del Toro,Antoine Guillot,France Culture,France
609,609, Spirited Away ,10,2001,Hayao Miyazaki,Antoine Guillot,France Culture,France
610,610, The New World ,1,2005,Terrence Malick,Tom Gunning,University of Chicago,US
611,611, Capitalism: Child Labor ,2,2007,Ken Jacobs,Tom Gunning,University of Chicago,US
612,612, Psalm III: 'Night of the Meek' ,3,2002,Phil Solomon,Tom Gunning,University of Chicago,US
613,613, Goodbye to Language ,4,2014,Jean-Luc Godard,Tom Gunning,University of Chicago,US
614,614, Daylight Moon ,5,2002,Lewis Klahr,Tom Gunning,University of Chicago,US
615,615, Oldboy ,6,2003,Park Chan-wook,Tom Gunning,University of Chicago,US
616,616, A Commuter’s Life (What a Life!) ,7,2014,What a Life!) (Ernie Gehr,Tom Gunning,University of Chicago,US
617,617, The Fourth Watch ,8,2000,Janie Geiser,Tom Gunning,University of Chicago,US
618,618, Our Daily Bread ,9,2005,Nikolaus Geyrhalter,Tom Gunning,University of Chicago,US
619,619, The World ,10,2004,Jia Zhangke,Tom Gunning,University of Chicago,US
620,620, Ankhon Dekhi ,1,2013,Rajat Kapoor,Shubhra Gupta,The Indian Express,India
621,621, Court ,2,2014,Chaitanya Tamhane,Shubhra Gupta,The Indian Express,India
622,622," LSD: Love, Sex Aur Dhokha ",3,2010,Dibakar Banerjee,Shubhra Gupta,The Indian Express,India
623,623, Monsoon Wedding ,4,2001,Mira Nair,Shubhra Gupta,The Indian Express,India
624,624, Dev D ,5,2009,Anurag Kashyap,Shubhra Gupta,The Indian Express,India
625,625, Paan Singh Tomar ,6,2012,Tigmanshu Dhulia,Shubhra Gupta,The Indian Express,India
626,626, Udaan ,7,2010,Vikramaditya Motwane,Shubhra Gupta,The Indian Express,India
627,627, Hazaaron Khwaishein Aisi ,8,2003,Sudhir Mishra,Shubhra Gupta,The Indian Express,India
628,628, Maqbool ,9,2003,Vishal Bhardwaj,Shubhra Gupta,The Indian Express,India
629,629, Lagaan: Once Upon a Time in India ,10,2001,Ashutosh Gowariker,Shubhra Gupta,The Indian Express,India
630,630, There Will Be Blood ,1,2007,Paul Thomas Anderson,Hauvick Habechian,An-Nahar Newspaper,Lebanon
631,631, Mulholland Drive ,2,2001,David Lynch,Hauvick Habechian,An-Nahar Newspaper,Lebanon
632,632, AI: Artificial Intelligence ,3,2001,Steven Spielberg,Hauvick Habechian,An-Nahar Newspaper,Lebanon
633,633, Blue Is the Warmest Color ,4,2013,Abdellatif Kechiche,Hauvick Habechian,An-Nahar Newspaper,Lebanon
634,634, Spirited Away ,5,2001,Hayao Miyazaki,Hauvick Habechian,An-Nahar Newspaper,Lebanon
635,635, Once Upon a Time in Anatolia ,6,2011,Nuri Bilge Ceylan,Hauvick Habechian,An-Nahar Newspaper,Lebanon
636,636, In the Mood for Love ,7,2000,Wong Kar-wai,Hauvick Habechian,An-Nahar Newspaper,Lebanon
637,637, The Lady and the Duke ,8,2001,Éric Rohmer,Hauvick Habechian,An-Nahar Newspaper,Lebanon
638,638, Yi Yi: A One and a Two ,9,2000,Edward Yang,Hauvick Habechian,An-Nahar Newspaper,Lebanon
639,639, Silent Souls ,10,2010,Aleksey Fedorchenko,Hauvick Habechian,An-Nahar Newspaper,Lebanon
640,640," Synecdoche, New York ",1,2008,Charlie Kaufman,Angie Han,Slashfilm,US
641,641, Eternal Sunshine of the Spotless Mind ,2,2004,Michel Gondry,Angie Han,Slashfilm,US
642,642, Boyhood ,3,2014,Richard Linklater,Angie Han,Slashfilm,US
643,643, Mad Max: Fury Road ,4,2015,George Miller,Angie Han,Slashfilm,US
644,644, Me and You and Everyone We Know ,5,2005,Miranda July,Angie Han,Slashfilm,US
645,645, Gone Girl ,6,2014,David Fincher,Angie Han,Slashfilm,US
646,646, Inside Llewyn Davis ,7,2013,Joel and Ethan Coen,Angie Han,Slashfilm,US
647,647, Only Lovers Left Alive ,8,2013,Jim Jarmusch,Angie Han,Slashfilm,US
648,648, Selma ,9,2014,Ava DuVernay,Angie Han,Slashfilm,US
649,649, Pain & Gain ,10,2013,Michael Bay,Angie Han,Slashfilm,US
650,650, Inside Out ,1,2015,Pete Docter,Aisha Harris,Slate,US
651,651, When the Levees Broke: A Requiem in Four Acts ,2,2006,Spike Lee,Aisha Harris,Slate,US
652,652, Stories We Tell ,3,2012,Sarah Polley,Aisha Harris,Slate,US
653,653, Her ,4,2013,Spike Jonze,Aisha Harris,Slate,US
654,654, Children of Men ,5,2006,Alfonso Cuarón,Aisha Harris,Slate,US
655,655, Before Midnight ,6,2013,Richard Linklater,Aisha Harris,Slate,US
656,656, The Look of Silence ,7,2014,Joshua Oppenheimer,Aisha Harris,Slate,US
657,657, Fruitvale Station ,8,2013,Ryan Coogler,Aisha Harris,Slate,US
658,658, Love & Basketball ,9,2000,Gina Prince-Bythewood,Aisha Harris,Slate,US
659,659, Brick ,10,2005,Rian Johnson,Aisha Harris,Slate,US
660,660, Stray Dogs ,1,2013,Tsai Ming-liang,Tina Hassannia,Freelance film critic,Canada
661,661, A Separation ,2,2011,Asghar Farhadi,Tina Hassannia,Freelance film critic,Canada
662,662, Margaret ,3,2011,Kenneth Lonergan,Tina Hassannia,Freelance film critic,Canada
663,663, Ten ,4,2002,Abbas Kiarostami,Tina Hassannia,Freelance film critic,Canada
664,664, 35 Shots of Rum ,5,2008,Claire Denis,Tina Hassannia,Freelance film critic,Canada
665,665, Closed Curtain ,6,2013,Jafar Panahi,Tina Hassannia,Freelance film critic,Canada
666,666, Tangerine ,7,2015,Sean Baker,Tina Hassannia,Freelance film critic,Canada
667,667, The Royal Tenenbaums ,8,2001,Wes Anderson,Tina Hassannia,Freelance film critic,Canada
668,668, Spring Breakers ,9,2012,Harmony Korine,Tina Hassannia,Freelance film critic,Canada
669,669, Uncle Boonmee Who Can Recall His Past Lives ,10,2010,Apichatpong Weerasethakul,Tina Hassannia,Freelance film critic,Canada
670,670, Notre musique ,1,2004,Jean-Luc Godard,Shiguehiko Hasumi,University of Tokyo,Japan
671,671, Triple Agent ,2,2004,Éric Rohmer,Shiguehiko Hasumi,University of Tokyo,Japan
672,672, The Assassin ,3,2015,Hou Hsiao-hsien,Shiguehiko Hasumi,University of Tokyo,Japan
673,673, Gran Torino ,4,2008,Clint Eastwood,Shiguehiko Hasumi,University of Tokyo,Japan
674,674, Horse Money ,5,2014,Pedro Costa,Shiguehiko Hasumi,University of Tokyo,Japan
675,675, Fantastic Mr Fox ,6,2012,Wes Anderson,Shiguehiko Hasumi,University of Tokyo,Japan
676,676, Holy Motors ,7,2012,Leos Carax,Shiguehiko Hasumi,University of Tokyo,Japan
677,677, Death Proof – Grindhouse ,8,2007,Quentin Tarantino,Shiguehiko Hasumi,University of Tokyo,Japan
678,678, Déjà Vu ,9,2006,Tony Scott,Shiguehiko Hasumi,University of Tokyo,Japan
679,679, Seventh Code ,10,2013,Kiyoshi Kurosawa,Shiguehiko Hasumi,University of Tokyo,Japan
680,680, Waiting for Happiness ,1,2002,Abderrahmane Sissako,Katarina Hedrén,Freelance film critic,South Africa
681,681, The White Ribbon ,2,2009,Michael Haneke,Katarina Hedrén,Freelance film critic,South Africa
682,682, Dreams of a Life ,3,2011,Carol Morley,Katarina Hedrén,Freelance film critic,South Africa
683,683, Tey ,4,2012,Alain Gomis,Katarina Hedrén,Freelance film critic,South Africa
684,684, The Gleaners and I ,5,2000,Agnès Varda,Katarina Hedrén,Freelance film critic,South Africa
685,685, Lumumba ,6,2000,Raoul Peck,Katarina Hedrén,Freelance film critic,South Africa
686,686, Hunger ,7,2008,Steve McQueen,Katarina Hedrén,Freelance film critic,South Africa
687,687, Fruitvale Station ,8,2013,Ryan Coogler,Katarina Hedrén,Freelance film critic,South Africa
688,688," Eat, Sleep, Die ",9,2012,Gabriela Pichler,Katarina Hedrén,Freelance film critic,South Africa
689,689, Middle of Nowhere ,10,2012,Ava DuVernay,Katarina Hedrén,Freelance film critic,South Africa
690,690, A Serious Man ,1,2009,Joel and Ethan Coen,Jordan Hoffman,Freelance film critic,US
691,691, Inside Llewyn Davis ,2,2013,Joel and Ethan Coen,Jordan Hoffman,Freelance film critic,US
692,692, Star Trek ,3,2009,J. J. Abrams,Jordan Hoffman,Freelance film critic,US
693,693, Waking Life ,4,2001,Richard Linklater,Jordan Hoffman,Freelance film critic,US
694,694, Ida ,5,2013,Paweł Pawlikowski,Jordan Hoffman,Freelance film critic,US
695,695, Enter the Void ,6,2009,Gaspar Noé,Jordan Hoffman,Freelance film critic,US
696,696, There Will Be Blood ,7,2007,Paul Thomas Anderson,Jordan Hoffman,Freelance film critic,US
697,697, Of Gods and Men ,8,2010,Xavier Beauvois,Jordan Hoffman,Freelance film critic,US
698,698, Into Great Silence ,9,2005,Philip Gröning,Jordan Hoffman,Freelance film critic,US
699,699, Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,10,2006,Larry Charles,Jordan Hoffman,Freelance film critic,US
700,700, The Social Network ,1,2010,David Fincher,Michael Hogan,Vanity Fair,US
701,701, Boyhood ,2,2014,Richard Linklater,Michael Hogan,Vanity Fair,US
702,702, The Descendants ,3,2011,Alexander Payne,Michael Hogan,Vanity Fair,US
703,703, Beasts of the Southern Wild ,4,2012,Benh Zeitlin,Michael Hogan,Vanity Fair,US
704,704, No Country For Old Men ,5,2007,Joel and Ethan Coen,Michael Hogan,Vanity Fair,US
705,705, Idiocracy ,6,2006,Mike Judge,Michael Hogan,Vanity Fair,US
706,706, Bridesmaids ,7,2011,Paul Feig,Michael Hogan,Vanity Fair,US
707,707, Spring Breakers ,8,2012,Harmony Korine,Michael Hogan,Vanity Fair,US
708,708, American Psycho ,9,2000,Mary Harron,Michael Hogan,Vanity Fair,US
709,709, The Dark Knight ,10,2008,Christopher Nolan,Michael Hogan,Vanity Fair,US
710,710, Children of Men ,1,2006,Alfonso Cuarón,Ann Hornaday,The Washington Post,US
711,711, There Will Be Blood ,2,2007,Paul Thomas Anderson,Ann Hornaday,The Washington Post,US
712,712, The Hurt Locker ,3,2008,Kathryn Bigelow,Ann Hornaday,The Washington Post,US
713,713," 4 Months, 3 Weeks & 2 Days ",4,2007,Cristian Mungiu,Ann Hornaday,The Washington Post,US
714,714, Eternal Sunshine of the Spotless Mind ,5,2004,Michel Gondry,Ann Hornaday,The Washington Post,US
715,715, Boyhood ,6,2014,Richard Linklater,Ann Hornaday,The Washington Post,US
716,716, Lost in Translation ,7,2003,Sofia Coppola,Ann Hornaday,The Washington Post,US
717,717, Michael Clayton ,8,2007,Tony Gilroy,Ann Hornaday,The Washington Post,US
718,718, You Can Count on Me Me ,9,2000,Kenneth Lonergan,Ann Hornaday,The Washington Post,US
719,719, Finding Nemo ,10,2003,Andrew Stanton and Lee Unkrich,Ann Hornaday,The Washington Post,US
720,720, Wolff Von Amerongen: Did He Commit Bankruptcy Offences? ,1,2004,Gerhard Benedikt Friedl,Alexander Horwath,Austrian Film Museum,Austria
721,721, The Master ,2,2012,Paul Thomas Anderson,Alexander Horwath,Austrian Film Museum,Austria
722,722, Longing ,3,2006,Valeska Grisebach,Alexander Horwath,Austrian Film Museum,Austria
723,723, I’m Not There ,4,2007,Todd Haynes,Alexander Horwath,Austrian Film Museum,Austria
724,724, The External World ,5,2010,"[""David O'Reilly""]",Alexander Horwath,Austrian Film Museum,Austria
725,725, Secret Sunshine ,6,2007,Lee Chang-dong,Alexander Horwath,Austrian Film Museum,Austria
726,726, Toni Erdmann ,7,2016,Maren Ade,Alexander Horwath,Austrian Film Museum,Austria
727,727, Platform ,8,2000,Jia Zhangke,Alexander Horwath,Austrian Film Museum,Austria
728,728, The Holy Girl ,9,2004,Lucrecia Martel,Alexander Horwath,Austrian Film Museum,Austria
729,729, Mosaik mécanique ,10,2008,Norbert Pfaffenbichler,Alexander Horwath,Austrian Film Museum,Austria
730,730, Boyhood ,1,2014,Richard Linklater,Peter Howell,The Toronto Star,Canada
731,731, Holy Motors ,2,2012,Leos Carax,Peter Howell,The Toronto Star,Canada
732,732, The Tree of Life ,3,2011,Terrence Malick,Peter Howell,The Toronto Star,Canada
733,733, In the Mood for Love ,4,2000,Wong Kar-wai,Peter Howell,The Toronto Star,Canada
734,734, Inside Llewyn Davis ,5,2013,Joel and Ethan Coen,Peter Howell,The Toronto Star,Canada
735,735, Certified Copy ,6,2010,Abbas Kiarostami,Peter Howell,The Toronto Star,Canada
736,736, Memento ,7,2000,Christopher Nolan,Peter Howell,The Toronto Star,Canada
737,737, Y Tu Mamá También ,8,2001,Alfonso Cuarón,Peter Howell,The Toronto Star,Canada
738,738, Mulholland Drive ,9,2001,David Lynch,Peter Howell,The Toronto Star,Canada
739,739, A History of Violence ,10,2005,David Cronenberg,Peter Howell,The Toronto Star,Canada
740,740, Good Night and Good Luck ,1,2005,George Clooney,Annette Insdorf,Columbia University,US
741,741, Hugo ,2,2011,Martin Scorsese,Annette Insdorf,Columbia University,US
742,742, Ida ,3,2013,Paweł Pawlikowski,Annette Insdorf,Columbia University,US
743,743, A Separation ,4,2011,Asghar Farhadi,Annette Insdorf,Columbia University,US
744,744, Amour ,5,2012,Michael Haneke,Annette Insdorf,Columbia University,US
745,745, The Act of Killing ,6,2012,Joshua Oppenheimer,Annette Insdorf,Columbia University,US
746,746, Quills ,7,2000,Philip Kaufman,Annette Insdorf,Columbia University,US
747,747, The Sapphires ,8,2012,Wayne Blair,Annette Insdorf,Columbia University,US
748,748, Where Do We Go Now? ,9,2011,Nadine Labaki,Annette Insdorf,Columbia University,US
749,749, Ajami ,10,2009,Scandar Copti and Yaron Shani,Annette Insdorf,Columbia University,US
750,750, The Dark Knight ,1,2008,Christopher Nolan,Aysha Iqbal,Indian Institute of Technology,India
751,751, Inception ,2,2010,Christopher Nolan,Aysha Iqbal,Indian Institute of Technology,India
752,752, Hero ,3,2002,Zhang Yimou,Aysha Iqbal,Indian Institute of Technology,India
753,753, Inglourious Basterds ,4,2009,Quentin Tarantino,Aysha Iqbal,Indian Institute of Technology,India
754,754, The Wolf of Wall Street ,5,2013,Martin Scorsese,Aysha Iqbal,Indian Institute of Technology,India
755,755, Chakde! India ,6,2007,Shimit Amin,Aysha Iqbal,Indian Institute of Technology,India
756,756, In the Mood for Love ,7,2000,Wong Kar-wai,Aysha Iqbal,Indian Institute of Technology,India
757,757, No Country For Old Men ,8,2007,Joel and Ethan Coen,Aysha Iqbal,Indian Institute of Technology,India
758,758, Maqbool ,9,2003,Vishal Bhardwaj,Aysha Iqbal,Indian Institute of Technology,India
759,759, The Lives of Others ,10,2006,Florian Henckel von Donnersmarck,Aysha Iqbal,Indian Institute of Technology,India
760,760, The Pianist ,1,2002,Roman Polanski,Zhanna Issabayeva,Freelance film critic,Kazakhstan
761,761, Only Lovers Left Alive ,2,2013,Jim Jarmusch,Zhanna Issabayeva,Freelance film critic,Kazakhstan
762,762, Uncle Boonmee Who Can Recall His Past Lives ,3,2010,Apichatpong Weerasethakul,Zhanna Issabayeva,Freelance film critic,Kazakhstan
763,763, Leviathan ,4,2014,Andrey Zvyagintsev,Zhanna Issabayeva,Freelance film critic,Kazakhstan
764,764, Amélie ,5,2001,Jean-Pierre Jeunet,Zhanna Issabayeva,Freelance film critic,Kazakhstan
765,765, Avatar ,6,2009,James Cameron,Zhanna Issabayeva,Freelance film critic,Kazakhstan
766,766, The Tree of Life ,7,2011,Terrence Malick,Zhanna Issabayeva,Freelance film critic,Kazakhstan
767,767, A Pigeon Sat on a Branch Reflecting on Existence ,8,2014,Roy Andersson,Zhanna Issabayeva,Freelance film critic,Kazakhstan
768,768, Boyhood ,9,2014,Richard Linklater,Zhanna Issabayeva,Freelance film critic,Kazakhstan
769,769, Coming Home ,10,2014,Zhang Yimou,Zhanna Issabayeva,Freelance film critic,Kazakhstan
770,770, The Act of Killing ,1,2012,Joshua Oppenheimer,[],Metro,UK
771,771, Caché ,2,2005,Michael Haneke,[],Metro,UK
772,772," Synecdoche, New York ",3,2008,Charlie Kaufman,[],Metro,UK
773,773, Spirited Away ,4,2001,Hayao Miyazaki,[],Metro,UK
774,774, WALL-E ,5,2008,Andrew Stanton,[],Metro,UK
775,775, Uncle Boonmee Who Can Recall His Past Lives ,6,2010,Apichatpong Weerasethakul,[],Metro,UK
776,776, Lost in Translation ,7,2003,Sofia Coppola,[],Metro,UK
777,777, Talk to Her ,8,2002,Pedro Almodóvar,[],Metro,UK
778,778, The Wrestler ,9,2008,Darren Aronofsky,[],Metro,UK
779,779, Boyhood ,10,2014,Richard Linklater,[],Metro,UK
780,780, In the Mood for Love ,1,2000,Wong Kar-wai,Nick James,Sight & Sound,UK
781,781, Caché ,2,2005,Michael Haneke,Nick James,Sight & Sound,UK
782,782, Yi Yi: A One and a Two ,3,2000,Edward Yang,Nick James,Sight & Sound,UK
783,783, Zero Dark Thirty ,4,2012,Kathryn Bigelow,Nick James,Sight & Sound,UK
784,784, Once Upon a Time in Anatolia ,5,2011,Nuri Bilge Ceylan,Nick James,Sight & Sound,UK
785,785, White Material ,6,2009,Claire Denis,Nick James,Sight & Sound,UK
786,786, There Will Be Blood ,7,2007,Paul Thomas Anderson,Nick James,Sight & Sound,UK
787,787, The Look of Silence ,8,2014,Joshua Oppenheimer,Nick James,Sight & Sound,UK
788,788, The Turin Horse ,9,2011,Béla Tarr and Ágnes Hranitzky,Nick James,Sight & Sound,UK
789,789, The Great Beauty ,10,2013,Paolo Sorrentino,Nick James,Sight & Sound,UK
790,790, The Tree of Life ,1,2011,Terrence Malick,David Jenkins,Little White Lies,UK
791,791, Eden ,2,2014,Mia Hansen-Løve,David Jenkins,Little White Lies,UK
792,792, Punch-Drunk Love ,3,2002,Paul Thomas Anderson,David Jenkins,Little White Lies,UK
793,793, Ghost World ,4,2001,Terry Zwigoff,David Jenkins,Little White Lies,UK
794,794, Tabu ,5,2012,Miguel Gomes,David Jenkins,Little White Lies,UK
795,795, Wendy and Lucy ,6,2008,Kelly Reichardt,David Jenkins,Little White Lies,UK
796,796, The Headless Woman ,7,2008,Lucrecia Martel,David Jenkins,Little White Lies,UK
797,797, Everyone Else ,8,2009,Maren Ade,David Jenkins,Little White Lies,UK
798,798, Millennium Mambo ,9,2001,Hou Hsiao-hsien,David Jenkins,Little White Lies,UK
799,799, In Vanda’s Room ,10,2000,Pedro Costa,David Jenkins,Little White Lies,UK
800,800, The Master ,1,2012,Paul Thomas Anderson,Kent Jones,Film Comment,US
801,801, The Tree of Life ,2,2011,Terrence Malick,Kent Jones,Film Comment,US
802,802, Zodiac ,3,2007,David Fincher,Kent Jones,Film Comment,US
803,803, Toni Erdmann ,4,2016,Maren Ade,Kent Jones,Film Comment,US
804,804, There Will Be Blood ,5,2007,Paul Thomas Anderson,Kent Jones,Film Comment,US
805,805, My Golden Days ,6,2015,Arnaud Desplechin,Kent Jones,Film Comment,US
806,806, Carlos ,7,2010,Olivier Assayas,Kent Jones,Film Comment,US
807,807, A Serious Man ,8,2009,Joel and Ethan Coen,Kent Jones,Film Comment,US
808,808, Moonrise Kingdom ,9,2012,Wes Anderson,Kent Jones,Film Comment,US
809,809, The Son ,10,2002,Jean-Pierre and Luc Dardenne,Kent Jones,Film Comment,US
810,810, The Headless Woman ,1,2008,Lucrecia Martel,Manuel Kalmanovitz,Revista Semana,Colombia
811,811, Spirited Away ,2,2001,Hayao Miyazaki,Manuel Kalmanovitz,Revista Semana,Colombia
812,812, Mulholland Drive ,3,2001,David Lynch,Manuel Kalmanovitz,Revista Semana,Colombia
813,813, Sumas y Restas ,4,2004,Víctor Gaviria,Manuel Kalmanovitz,Revista Semana,Colombia
814,814, Inside Out ,5,2015,Pete Docter,Manuel Kalmanovitz,Revista Semana,Colombia
815,815, The Gleaners and I ,6,2000,Agnès Varda,Manuel Kalmanovitz,Revista Semana,Colombia
816,816, The Return ,7,2003,Andrey Zvyagintsev,Manuel Kalmanovitz,Revista Semana,Colombia
817,817, Regular Lovers ,8,2005,Philippe Garrel,Manuel Kalmanovitz,Revista Semana,Colombia
818,818, Under the Skin ,9,2013,Jonathan Glazer,Manuel Kalmanovitz,Revista Semana,Colombia
819,819, The Days When I Do Not Exist ,10,2002,Jean-Charles Fitoussi,Manuel Kalmanovitz,Revista Semana,Colombia
820,820, The Tree of Life ,1,2011,Terrence Malick,Dominik Kamalzadeh,Der Standard,Austria
821,821, Holy Motors ,2,2012,Leos Carax,Dominik Kamalzadeh,Der Standard,Austria
822,822, Tabu ,3,2012,Miguel Gomes,Dominik Kamalzadeh,Der Standard,Austria
823,823, A History of Violence ,4,2005,David Cronenberg,Dominik Kamalzadeh,Der Standard,Austria
824,824, Tropical Malady ,5,2004,Apichatpong Weerasethakul,Dominik Kamalzadeh,Der Standard,Austria
825,825, The Death of Mr Lazarescu ,6,2005,Cristi Puiu,Dominik Kamalzadeh,Der Standard,Austria
826,826, Phoenix ,7,2014,Christian Petzold,Dominik Kamalzadeh,Der Standard,Austria
827,827, Platform ,8,2000,Jia Zhangke,Dominik Kamalzadeh,Der Standard,Austria
828,828, As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty ,9,2000,Jonas Mekas,Dominik Kamalzadeh,Der Standard,Austria
829,829, Secret Sunshine ,10,2007,Lee Chang-dong,Dominik Kamalzadeh,Der Standard,Austria
830,830, Lost in Translation ,1,2003,Sofia Coppola,Dave Karger,Freelance,US
831,831, Silver Linings Playbook ,2,2012,David O. Russell,Dave Karger,Freelance,US
832,832, Brooklyn ,3,2015,John Crowley,Dave Karger,Freelance,US
833,833, Michael Clayton ,4,2007,Tony Gilroy,Dave Karger,Freelance,US
834,834, Blue Valentine ,5,2010,Derek Cianfrance,Dave Karger,Freelance,US
835,835, Amélie ,6,2001,Jean-Pierre Jeunet,Dave Karger,Freelance,US
836,836, The Artist ,7,2011,Michel Hazanavicius,Dave Karger,Freelance,US
837,837, The King’s Speech ,8,2010,Tom Hooper,Dave Karger,Freelance,US
838,838, Vera Drake ,9,2004,Mike Leigh,Dave Karger,Freelance,US
839,839, Wild ,10,2014,Jean-Marc Vallée,Dave Karger,Freelance,US
840,840, Theeb ,1,2014,Naji Abou Nowar,Butheina Kazim,Cinema Akil,UAE
841,841, A Time for Drunken Horses ,2,2000,Bahman Ghobadi,Butheina Kazim,Cinema Akil,UAE
842,842, Oldboy ,3,2003,Park Chan-wook,Butheina Kazim,Cinema Akil,UAE
843,843, Wild Tales ,4,2014,Damián Szifrón,Butheina Kazim,Cinema Akil,UAE
844,844, Man on Wire ,5,2008,James Marsch,Butheina Kazim,Cinema Akil,UAE
845,845, Only Lovers Left Alive ,6,2013,Jim Jarmusch,Butheina Kazim,Cinema Akil,UAE
846,846, Kill Bill: Vol. 1 ,7,2003,Quentin Tarantino,Butheina Kazim,Cinema Akil,UAE
847,847, The Royal Tenenbaums ,8,2001,Wes Anderson,Butheina Kazim,Cinema Akil,UAE
848,848, Days of Glory ,9,2006,Rachid Bouchareb,Butheina Kazim,Cinema Akil,UAE
849,849, City of God ,10,2002,Fernando Meirelles and Kátia Lund,Butheina Kazim,Cinema Akil,UAE
850,850, Hard to Be a God ,1,2013,Aleksey German,Glenn Kenny,Freelance,US
851,851, Cosmos ,2,2015,Andrzej Zulawski,Glenn Kenny,Freelance,US
852,852, Inside Llewyn Davis ,3,2013,Joel and Ethan Coen,Glenn Kenny,Freelance,US
853,853, Carlos ,4,2010,Olivier Assayas,Glenn Kenny,Freelance,US
854,854, Che ,5,2008,Steven Soderbergh,Glenn Kenny,Freelance,US
855,855, The Master ,6,2012,Paul Thomas Anderson,Glenn Kenny,Freelance,US
856,856, There Will Be Blood ,7,2007,Paul Thomas Anderson,Glenn Kenny,Freelance,US
857,857, The Intruder ,8,2004,Claire Denis,Glenn Kenny,Freelance,US
858,858, Morvern Callar ,9,2002,Lynne Ramsay,Glenn Kenny,Freelance,US
859,859, 25th Hour ,10,2002,Spike Lee,Glenn Kenny,Freelance,US
860,860, In the Mood for Love ,1,2000,Wong Kar-wai,Andreas Kilb,Frankfurter Allgemeine Zeitung,Germany
